district,schooldbn,name,neighborhood,address,coursepassrate,elaprof,mathprof,totalstudents,surveysafety,ellprograms,languageclasses,acceleratedclasses,electiveclasses,activities,accessibility,year
6.0,06M319,M.S. 319 - Maria Teresa,Washington Heights,"21 Jumel Place, New York, NY 10032",90.0,24.0,19.0,386.0,92.0,English as a New Language;Dual Language: Spanish,Other Language,,"Art, Band, Chess, Chorus, Coding, Dance, Drama, Engineering, Fine Arts, Fitness, French, Math, Music, Physical Education, Regents Living Environment, Robotics, Saturday Academy, Spanish, Specialized High School Test Preparation, Student Council, Technology, Urban Advantage, Visual Arts, Yearbook","Art, Band, Chess, Chorus, Coding, Dance, Debate, Drama, Fitness, French Club, Homework Help, Latin Dance, Leadership, Music, Robotics, Rock Band, Saturday Academy, STEM, Technology, Tutoring, Visual Arts, Yearbook",Fully Accessible,2021
6.0,06M322,Middle School 322,Washington Heights,"4600 Broadway, New York, NY 10040",93.0,26.0,18.0,325.0,84.0,English as a New Language;Dual Language: Spanish,Spanish,"US History,Algebra I","Algebra I, Chorus, Coding, Computer Science, Dance, Debate, Fine Arts, Fitness, Living Environment, Physical Education, Regents Living Environment, Robotics, Saturday Academy, Science, Specialized High School Test Preparation, STEM, Technology, Urban Advantage, US History, Visual Arts, Vocal Music, Yearbook","Art, Chorus, Coding, Debate, Drama, Engineering, Homework Help, Robotics, Saturday Academy, Science Club, STEM, Visual Arts",Fully Accessible,2021
6.0,06M324,M.S. 324 - Patria Mirabal,Washington Heights,"21 Jumel Place, New York, NY 10032",92.0,35.0,42.0,319.0,88.0,English as a New Language,,"Algebra I,Living Environment","Advisory, Algebra I, Art, Band, Chess, Chorus, Coding, Debate, Fashion, Fine Arts, Fitness, LEGO Robotics, Math, Math Team, Musical Theater, Performing Arts, Physical Education, Regents Living Environment, Saturday Academy, Science, Specialized High School Test Preparation, STEM, Stock Market, Studio Art, Theater, Urban Advantage, Vocal Music, Web Design, Yearbook","Art, Band, Chess, Chorus, Debate, Fashion, Fitness, Gardening, Green Team, Guitar, Homework Help, Leadership, Math Team, Music, Musical Theater, Peer Mediation, Restorative Circles, Robotics, Saturday Academy, Science Club, STEM, Student Council, Talent Show, Technology, Theater, Tutoring, Urban Arts, Visual Arts, Yearbook",Fully Accessible,2021
6.0,06M328,Community Math & Science Prep,Washington Heights,"401 West 164 Street, New York, NY 10032",88.0,18.0,16.0,167.0,87.0,English as a New Language;Dual Language: Spanish,Spanish,,,,Not Accessible,2021
6.0,06M348,Washington Heights Expeditionary Learning School,Washington Heights,"511 West 182Nd Street, New York, NY 10033",96.0,35.0,38.0,890.0,90.0,English as a New Language;Dual Language: Spanish,Spanish,"Spanish,Algebra I",,,Partially Accessible,2021
6.0,06M349,Harbor Heights,Washington Heights,"306 Fort Washington Avenue, New York, NY 10033",94.0,2.0,20.0,123.0,87.0,English as a New Language,Other Language;Spanish,Spanish,"Algebra I, Ballroom Dancing, Book Club, Coding, Computer Science, Dance, Drama, Fine Arts, Fitness, Guitar, LEGO Robotics, Math, Peer Mediation, Performing Arts, Photography, Physical Education, Robotics, Saturday Academy, STEM, Technology, Theater, Yearbook","Art, Book Club, Chess, Dance, Debate, Drama, Fitness, Green Team, Guitar, Homework Help, Leadership, Lego Robotics, Math Team, Photography, Restorative Circles, Robotics, Saturday Academy, Science Club, Service Learning, STEM, Student Council, Technology, Theater, Tutoring, Visual Arts, Yearbook",Partially Accessible,2021
6.0,06M366,Washington Heights Academy,Inwood,"202 Sherman Ave, New York, NY 10034",99.0,73.0,70.0,579.0,89.0,English as a New Language,,Algebra I,"Advisory, Algebra I, Art, Dance, Health, Library, Physical Education, Technology, Community Service, Spanish Language & Culture","Dance, Homework Help, Musical Theater, Saturday Academy, Service Learning, Student Council, Yearbook",Fully Accessible,2021
6.0,06M528,I.S. 528 Bea Fuller Rodgers School,Washington Heights,"180 Wadsworth Avenue, New York, NY 10033",88.0,28.0,35.0,248.0,91.0,English as a New Language,Spanish,"Algebra I,Living Environment","Algebra I, Art, Chess, Dance, Debate, Foreign Language, Health, LEGO Robotics, Living Environment, Physical Education, Regents Living Environment, Saturday Academy, Spanish, Specialized High School Test Preparation, Student Council, Yearbook",,Partially Accessible,2021
7.0,07X005,P.S. 5 Port Morris,Melrose,"564 Jackson Avenue, Bronx, NY 10455",69.0,28.0,20.0,663.0,77.0,English as a New Language;Dual Language: Spanish,Other Language,,"Advisory, Art, Ballroom Dancing, Band, Chorus, Computer Science, Dance, Debate, Drama, Drumline, Fine Arts, Fitness, Foreign Language, Health, LEGO Robotics, Library, Math, Math Team, Music, Musical Theater, Performing Arts, Physical Education, Saturday Academy, Spanish, Specialized High School Test Preparation, Student Council, Theater","Art, Drama, Gardening, Green Team, Math Team, Music, Musical Theater, Student Council, Talent Show, Theater, Yearbook",Not Accessible,2021
7.0,07X029,P.S./M.S. 029 Melrose School,Melrose,"758 Courtlandt Avenue, Bronx, NY 10451",87.0,17.0,11.0,795.0,76.0,English as a New Language,,,"Advisory, American Sign Language, Art, Ballroom Dancing, Book Club, Chess, Coding, Creative Writing, Dance, Debate, Fashion, Fitness, Foreign Language, Guitar, Journalism, Library, Living Environment, Math, Math Team, Mindfulness, Music, Peer Mediation, Physical Education, Robotics, Saturday Academy, STEM, Student Council, Technology, Theater, Visual Arts, Vocal Music, Yoga, Boxing, Competitive sports, GEMs, Boys to Men, CTE","Art, Book Club, Chess, Coding, Comic Book Club, Dance, Debate, Fashion, Gardening, Green Team, Leadership, Math Team, Peer Mediation, Restorative Circles, Robotics, Saturday Academy, School Newspaper, Spelling Bee, STEM, Step Team, Student Council, Talent Show, Visual Arts, Yearbook",Not Accessible,2021
7.0,07X031,P.S./M.S. 031 The William Lloyd Garrison,Concourse,"250 East 156 Street, Bronx, NY 10451",87.0,27.0,20.0,691.0,83.0,English as a New Language,,"US History,Algebra I,Living Environment","Algebra I, Art, Ballroom Dancing, Band, Chess, Chorus, Dance, Fashion, Film, Fitness, Health, Living Environment, Math, Peer Mediation, Physical Education, Regents Living Environment, Saturday Academy, Science, STEM, Theater, Visual Arts","Art, Band, Dance, Fitness, Homework Help, Saturday Academy, Student Council",Partially Accessible,2021
7.0,07X151,J.H.S. 151 Lou Gehrig,Concourse,"250 East 156 Street, Bronx, NY 10451",91.0,18.0,10.0,189.0,78.0,English as a New Language,Spanish,,"Art, Chess, Coding, Debate, Health, Mindfulness, Peer Mediation, Physical Education, Spanish, Urban Advantage, Visual Arts, Yearbook","Art, Chess, Coding, Comic Book Club, Debate, Leadership, Peer Mediation, Restorative Circles, Student Council, Visual Arts, Yearbook",Partially Accessible,2021
7.0,07X221,South Bronx Preparatory: A College Board School,Mott Haven,"360 East 145 Street, Bronx, NY 10454",90.0,42.0,30.0,652.0,97.0,English as a New Language,Spanish,,"Advisory, Art, Coding, Computer Science, Drama, Orchestra, Saturday Academy, Spanish, Strings, Theater, Visual Arts","Art, Book Club, Coding, Cooking, Dance, Drama, Fitness, Homework Help, Musical Theater, National Junior Honor Society, Peer Mediation, Restorative Circles, Saturday Academy, School Newspaper, Talent Show, Theater, Tutoring, Visual Arts, Yearbook",Not Accessible,2021
7.0,07X223,The Laboratory School of Finance and Technology: X223,Mott Haven,"360 East 145 Street, Bronx, NY 10454",93.0,56.0,59.0,683.0,88.0,English as a New Language;Dual Language: Spanish,Spanish,"Spanish,Algebra I","Advisory, African Dance, Algebra I, Art, Band, Book Club, Ceramics, Chess, Chorus, Coding, Computer Science, Concert Band, Cooking, Creative Writing, Dance, Debate, Drama, Engineering, Fashion, Film, Fine Arts, Fitness, Foreign Language, Forensics, Game Design, Graphic Design, Guitar, Health, Jazz Band, Journalism, LEGO Robotics, Library, Living Environment, Marching Band, Martial Arts, Math, Math Team, Mindfulness, Music, Musical Theater, National Junior Honor Society, Newspaper, Orchestra, Peer Mediation, Performing Arts, Photography, Physical Education, Piano, Regents Living Environment, Robotics, Saturday Academy, Science, Spanish, Specialized High School Test Preparation, STEM, Stock Market, Strings, Student Council, Studio Art, Swimming, Technology, Theater, Urban Advantage, US History, Videography, Visual Arts, Vocal Music, Web Design, Yearbook","Art, Band, Book Club, Chess, Choir, Chorus, Coding, Comic Book Club, Cooking, Creative Writing, Dance, Debate, Drama, Engineering, Fashion, Fitness, Gardening, Glee Club, Green Team, Guitar, Homework Help, Latin Dance, Leadership, Lego Robotics, Math Team, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Photography, Robotics, Rock Band, Saturday Academy, School Newspaper, Science Club, Science Olympiad, Service Learning, Spelling Bee, STEM, Step Team, Student Council, Talent Show, Technology, Theater, Tutoring, Urban Arts, Video Game Club, Visual Arts, Yearbook, Yoga",Not Accessible,2021
7.0,07X224,Science School for Exploration and Discovery,Mott Haven,"345 Brook Avenue, Bronx, NY 10454",93.0,10.0,4.0,281.0,63.0,English as a New Language,Other Language,,"Advisory, Algebra I, Art, Chorus, Coding, Cooking, Dance, Debate, Drama, Health, Mindfulness, Music, Musical Theater, Performing Arts, Physical Education, Saturday Academy, STEM, Technology, Theater, Yearbook","Art, Chorus, Coding, Dance, Debate, Homework Help, Musical Theater, Restorative Circles, Saturday Academy, STEM, Student Council, Technology, Theater, Tutoring, Video Game Club, Visual Arts, Yearbook",Not Accessible,2021
7.0,07X296,South Bronx Academy for Applied Media,Melrose,"778 Forest Avenue, Bronx, NY 10456",88.0,24.0,14.0,216.0,84.0,English as a New Language,,,"Algebra I, Book Club, Chess, Chorus, Concert Band, Cooking, Creative Writing, Dance, Drama, Drumline, Fashion, Fitness, Health, Musical Theater, National Junior Honor Society, Newspaper, Orchestra, Peer Mediation, Photography, Physical Education, Regents Living Environment, STEM, Student Council, Videography, Vocal Music, Yearbook, Yoga, Comic Book Club","Band, Book Club, Chess, Chorus, Comic Book Club, Cooking, Creative Writing, Dance, Fashion, Fitness, Homework Help, Leadership, Musical Theater, National Junior Honor Society, Peer Mediation, Photography, Robotics, School Newspaper, Service Learning, Spelling Bee, Step Team, Student Council, Talent Show, Theater, Video Game Club, Yearbook, Yoga",Partially Accessible,2021
7.0,07X298,Academy of Public Relations,Melrose,"778 Forest Avenue, Bronx, NY 10456",,15.0,14.0,250.0,84.0,English as a New Language,Other Language,,"Advisory, Algebra I, Art, Computer Science, Dance, Debate, Fine Arts, Fitness, Graphic Design, Health, Living Environment, Math, Musical Theater, Peer Mediation, Physical Education, Saturday Academy, Science, Specialized High School Test Preparation, Student Council, Technology, Theater, Urban Advantage, Visual Arts, Yearbook, Percussion, 6 sports league teams, Intramurals, ASPIRA Aftershool Program","Art, Dance, Debate, Drama, Fitness, Homework Help, Leadership, Musical Theater, Peer Mediation, Restorative Circles, Saturday Academy, Student Council, Technology, Theater, Visual Arts, Yearbook, In-school Residencies",Partially Accessible,2021
7.0,07X343,Academy of Applied Mathematics and Technology,Mott Haven,"345 Brook Avenue, Bronx, NY 10454",97.0,34.0,47.0,301.0,89.0,English as a New Language,,"Algebra I,Living Environment","Advisory, Algebra I, Art, Dance, Debate, Fitness, Foreign Language, LEGO Robotics, Music, Regents Living Environment, Robotics, Saturday Academy, Specialized High School Test Preparation, STEM, Student Council, Visual Arts, Vocal Music, Yearbook","Art, Dance, Debate, Homework Help, Lego Robotics, Music, Robotics, Saturday Academy, Spelling Bee, Student Council, Technology",Not Accessible,2021
7.0,07X500,Hostos-Lincoln Academy of Science,Melrose,"600 Saint Ann'S Avenue, Bronx, NY 10455",87.0,49.0,28.0,535.0,85.0,English as a New Language,Spanish,"Spanish,US History,Earth Science","Algebra I, Art, Book Club, Coding, Computer Science, Creative Writing, Drama, Fitness, Math Team, Mindfulness, Music, National Junior Honor Society, Performing Arts, Physical Education, Robotics, Technology, Theater, Urban Advantage, US History, Visual Arts, Yearbook, Yoga","Art, Book Club, Chess, Coding, Creative Writing, Drama, Fitness, Guitar, Homework Help, Math Team, National Junior Honor Society, Robotics, Science Club, Technology, Theater, Tutoring, Visual Arts, Yearbook, Yoga",Partially Accessible,2021
7.0,07X551,The Urban Assembly Bronx Academy of Letters,Mott Haven,"339 Morris Avenue, Bronx, NY 10451",84.0,19.0,14.0,586.0,81.0,English as a New Language,,,,,Partially Accessible,2021
7.0,07X584,I.S. 584,Melrose,"600 Saint Ann'S Avenue, Bronx, NY 10455",85.0,25.0,12.0,247.0,80.0,English as a New Language;Dual Language: Spanish,Spanish,,"Music, Visual Arts","Choir, Chorus, Debate, Student Council, Talent Show, Video Game Club",Partially Accessible,2021
8.0,08X071,P.S. 071 Rose E. Scala,Pelham Bay,"3040 Roberts Avenue, Bronx, NY 10461",99.0,45.0,52.0,1455.0,74.0,English as a New Language,Spanish,"English,Algebra I","Algebra I, Art, Book Club, Chess, Cooking, Dance, Debate, Math Team, National Junior Honor Society, Peer Mediation, Saturday Academy, Spanish, Specialized High School Test Preparation, Student Council, Technology, Urban Advantage, Volleyball, Mock Trial","Art, Chess, Comic Book Club, Cooking, Dance, Drama, Math Team, National Junior Honor Society, Peer Mediation, Restorative Circles, Student Council, Talent Show, Technology, Wrestling, Mock Trial",Not Accessible,2021
8.0,08X101,M.S. X101 Edward R. Byrne,Throggs Neck,"2750 Lafayette Avenue, Bronx, NY 10465",99.0,67.0,60.0,545.0,90.0,English as a New Language,Spanish,Geometry,"Algebra I, Art, Band, Chess, Coding, Computer Science, Concert Band, Debate, Drama, Fine Arts, Foreign Language, Journalism, Math Team, Musical Theater, National Junior Honor Society, Newspaper, Orchestra, Performing Arts, Physical Education, Science, Spanish, Specialized High School Test Preparation, Student Council, Studio Art, Technology, Theater, Urban Advantage, Visual Arts, Yearbook","Art, Band, Chess, Coding, Debate, Drama, Fitness, Leadership, Math Team, Musical Theater, National Junior Honor Society, School Newspaper, Science Olympiad, Spelling Bee, Student Council, Theater, Tutoring, Video Game Club, Visual Arts, Yearbook",Partially Accessible,2021
8.0,08X123,J.H.S. 123 James M. Kieran,Soundview,"1025 Morrison Avenue, Bronx, NY 10472",95.0,22.0,24.0,490.0,84.0,English as a New Language,Spanish,Living Environment,"Algebra I, Art, Chess, Foreign Language, Living Environment, Urban Advantage","Art, Band, Chess, Choir, Comic Book Club, Dance, Debate, Drama, Fitness, Homework Help, Leadership, Lego Robotics, Music, Musical Theater, Saturday Academy, Service Learning, Spelling Bee, STEM, Student Council, Talent Show, Technology, Theater, Tutoring, Video Game Club, Yearbook",Not Accessible,2021
8.0,08X131,J.H.S. 131 Albert Einstein,Soundview,"885 Bolton Avenue, Bronx, NY 10473",88.0,26.0,20.0,446.0,77.0,English as a New Language,Spanish,Algebra I,"Algebra I, Art, Band, Concert Band, Dance, Debate, Drama, Fine Arts, Fitness, Guitar, Health, Jazz Band, Martial Arts, Math, Math Team, Music, Musical Theater, National Junior Honor Society, Newspaper, Performing Arts, Photography, Physical Education, Robotics, Saturday Academy, Science, Specialized High School Test Preparation, STEM, Student Council, Studio Art, Theater, Urban Advantage, Visual Arts, Vocal Music, Yearbook","Art, Band, Chorus, Dance, Debate, Drama, Homework Help, Latin Dance, Math Team, Music, Musical Theater, National Junior Honor Society, Robotics, Saturday Academy, School Newspaper, Science Club, Spelling Bee, STEM, Student Council, Talent Show, Theater, Visual Arts, Yearbook",Not Accessible,2021
8.0,08X269,Bronx Studio School for Writers and Artists,Longwood,"928 Simpson Street, Bronx, NY 10459",86.0,27.0,14.0,611.0,82.0,English as a New Language,Spanish,,"Band, Book Club, Dance, Fine Arts, Saturday Academy, Theater, MS Sports, PGC (Peer Group Connections) Eighth Grade Leadership Course, Student Government","Art, Band, Book Club, Dance, Saturday Academy, STEM, Theater, Academic Clinic/After-School Enrichment Activities, Peer Group Connections (PGC) Eighth Grade Leadership Class, Casita Maria Arts Education Program, Global Kids, Middle School Sports",Fully Accessible,2021
8.0,08X301,M.S. 301 Paul L. Dunbar,South Bronx,"890 Cauldwell Avenue, Bronx, NY 10456",70.0,17.0,13.0,199.0,63.0,English as a New Language,,,,,Not Accessible,2021
8.0,08X302,M.S. 302 Luisa Dessus Cruz,Longwood,"681 Kelly Street, Bronx, NY 10455",94.0,27.0,24.0,484.0,89.0,English as a New Language,Italian,"Algebra I,Living Environment",,,Not Accessible,2021
8.0,08X337,The School for Inquiry and Social Justice,Soundview,"1025 Morrison Avenue, Bronx, NY 10472",98.0,51.0,55.0,494.0,88.0,English as a New Language,,,"Algebra I, Art, Book Club, Coding, Computer Science, Fine Arts, Foreign Language, Health, Physical Education, Spanish, Specialized High School Test Preparation, Student Council, Technology","Art, Book Club, Homework Help, Leadership, Music, Student Council, Technology, Tutoring",Not Accessible,2021
8.0,08X367,"Archimedes Academy for Math, Science and Technology Applications",Clason Point,"456 White Plains Road, Bronx, NY 10473",91.0,34.0,26.0,593.0,72.0,English as a New Language,Spanish,"Spanish,Living Environment","Advisory, Algebra I, Art, Ballroom Dancing, Coding, Dance, Fitness, Health, LEGO Robotics, Math, Mindfulness, National Junior Honor Society, Physical Education, Regents Living Environment, Science, Spanish, Specialized High School Test Preparation, Technology, Urban Advantage, US History, Visual Arts, Yearbook","Art, Dance, Homework Help, National Junior Honor Society, Restorative Circles, STEM, Talent Show, Yearbook",Partially Accessible,2021
8.0,08X371,Urban Institute of Mathematics,Throggs Neck,"650 Hollywood Avenue, Bronx, NY 10465",88.0,50.0,44.0,363.0,84.0,English as a New Language,Spanish,"US History,Algebra I,Living Environment","Algebra I, Art, Chorus, Debate, Drama, Foreign Language, LEGO Robotics, Library, Living Environment, Math, Math Team, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Performing Arts, Physical Education, Regents Living Environment, Robotics, Science, Spanish, Specialized High School Test Preparation, STEM, Student Council, Theater, Urban Advantage, US History, Visual Arts, Vocal Music, Yearbook","Art, Choir, Dance, Debate, Drama, Homework Help, Lego Robotics, Math Team, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Robotics, Science Olympiad, Student Council, Talent Show, Theater, Tutoring, Visual Arts, Yearbook",Partially Accessible,2021
8.0,08X375,The Bronx Mathematics Preparatory School,Clason Point,"456 White Plains Road, Bronx, NY 10473",88.0,23.0,17.0,202.0,67.0,English as a New Language,,,,,Partially Accessible,2021
8.0,08X376,Antonia Pantoja Preparatory Academy: A College Board School,Castle Hill,"1980 Lafayette Avenue, Bronx, NY 10473",87.0,28.0,21.0,396.0,69.0,English as a New Language,Spanish,,"Advisory, Art, Computer Science, Dance, Drama, Foreign Language, Living Environment, Math, Music, Peer Mediation, Physical Education, Regents Living Environment, Technology, Visual Arts","Coding, Drama, Fitness, Homework Help, Musical Theater, Spelling Bee, Tutoring",Partially Accessible,2021
8.0,08X424,The Hunts Point School,Hunts Point,"730 Bryant Avenue, Bronx, NY 10474",86.0,13.0,11.0,289.0,79.0,English as a New Language,Spanish,,,,Partially Accessible,2021
8.0,08X448,Soundview Academy for Culture and Scholarship,Soundview,"885 Bolton Avenue, Bronx, NY 10473",91.0,28.0,28.0,374.0,86.0,English as a New Language;Dual Language: Spanish,French,"Algebra I,Living Environment","Advisory, Algebra I, Dance, Foreign Language, Living Environment, Saturday Academy, Theater, US History, Visual Arts","Coding, Dance, Debate, Fitness, Homework Help, Leadership, Restorative Circles, Saturday Academy, Service Learning, STEM, Step Team, Technology, Theater, Tutoring, Visual Arts, Yearbook",Not Accessible,2021
8.0,08X467,Mott Hall Community School,Throggs Neck,"650 Hollywood Avenue, Bronx, NY 10465",79.0,24.0,24.0,342.0,81.0,English as a New Language,Spanish,Algebra I,,,Partially Accessible,2021
8.0,08X562,Blueprint Middle School,Unionport,"1111 Pugsley Avenue, Bronx, NY 10472",95.0,32.0,34.0,636.0,63.0,English as a New Language,Spanish,"Algebra I,Living Environment","Advisory, Algebra I, Art, Drama, Fitness, Living Environment, Music, Physical Education, Regents Living Environment, Spanish, Technology, Visual Arts","Art, Book Club, Dance, Drama, Fitness, Lego Robotics, Restorative Circles, Robotics, Science Club, STEM, Technology, Visual Arts, Yearbook, SHSAT Prep Class",Not Accessible,2021
9.0,09X004,P.S./M.S. 004 Crotona Park West,South Bronx,"1701 Fulton Avenue, Bronx, NY 10457",80.0,24.0,32.0,468.0,85.0,English as a New Language,,,"Art, Physical Education, BASKETBALL, TRACK","Art, Restorative Circles",Not Accessible,2021
9.0,09X022,J.H.S. 022 Jordan L. Mott,Concourse,"270 East 167 Street, Bronx, NY 10456",63.0,19.0,12.0,389.0,82.0,English as a New Language,,,"Advisory, African Dance, Art, Coding, Computer Science, Dance, Debate, Game Design, Graphic Design, Peer Mediation, Physical Education, Saturday Academy, Specialized High School Test Preparation, Student Council, Technology, Urban Advantage, Visual Arts, Yearbook","Art, Dance, Debate, Fitness, Peer Mediation, Restorative Circles, Saturday Academy, Student Council, Talent Show, Visual Arts, Yearbook",Not Accessible,2021
9.0,09X117,I.S. 117 Joseph H. Wade,Tremont,"1865 Morris Avenue, Bronx, NY 10453",92.0,17.0,14.0,443.0,76.0,English as a New Language,Other Language,"Algebra I,Living Environment",,,Not Accessible,2021
9.0,09X128,Mott Hall III,South Bronx,"580 Crotona Park South, Bronx, NY 10456",93.0,64.0,52.0,340.0,89.0,English as a New Language,,"Algebra I,Living Environment","Advisory, Algebra I, Art, Band, Chess, Chorus, Coding, Computer Science, Creative Writing, Dance, Drama, Health, Mindfulness, Peer Mediation, Regents Living Environment, Specialized High School Test Preparation, Student Council, Technology, Yearbook","Art, Band, Book Club, Chess, Choir, Coding, Creative Writing, Dance, Drama, Homework Help, Leadership, National Junior Honor Society, Peer Mediation, Service Learning, Spelling Bee, Student Council, Technology, Tutoring, Yearbook",Not Accessible,2021
9.0,09X215,Kappa,South Bronx,"3630 Third Avenue, Bronx, NY 10456",79.0,39.0,36.0,337.0,85.0,English as a New Language,,"Algebra I,Living Environment",Art,"Archonettes and Amicettes Club, Health Ambassadors Club, Student Government  , Xposure After-School Program , Yearbook Commitee",Not Accessible,2021
9.0,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,Concourse,"1220 Gerard Avenue, Bronx, NY 10452",94.0,38.0,33.0,1043.0,88.0,English as a New Language;Dual Language: Spanish,,"Algebra I,Living Environment","Advisory, Algebra I, Art, Chess, Chorus, Dance, Debate, Living Environment, Math, Mindfulness, Music, Peer Mediation, Physical Education, Regents Living Environment, Saturday Academy, Science, Spanish, Student Council, Yearbook, Dual Language (English/Spanish)","Art, Debate, Gardening, Music, Musical Theater, Restorative Circles, Saturday Academy, Student Council, Yearbook, LaCross",Fully Accessible,2021
9.0,09X219,I.S. 219 New Venture School,South Bronx,"3630 Third Avenue, Bronx, NY 10456",74.0,11.0,6.0,330.0,76.0,English as a New Language,Other Language,,"Advisory, Art, Coding, Graphic Design, Health, Performing Arts, Technology","Art, Book Club, Chess, Coding, Debate, Engineering, Homework Help, Lego Robotics, Restorative Circles, Saturday Academy, School Newspaper, Spelling Bee, STEM, Step Team, Student Council, Technology, Visual Arts, Yearbook, Yoga",Not Accessible,2021
9.0,09X229,I.S. 229 Roland Patterson,Morris Heights,"275 Harlem River Park Bridge, Bronx, NY 10453",78.0,14.0,4.0,241.0,72.0,English as a New Language,Spanish,,"Advisory, Art, Book Club, Chess, Creative Writing, Debate, Drama, Foreign Language, Library, Newspaper, Peer Mediation, Physical Education, Saturday Academy, Spanish, Visual Arts, Yearbook","Art, Book Club, Chess, Creative Writing, Dance, Debate, Drama, Green Team, Homework Help, Peer Mediation, Restorative Circles, Saturday Academy, School Newspaper, Step Team, Student Council, Talent Show, Tutoring, Video Game Club, Yearbook",Partially Accessible,2021
9.0,09X231,Eagle Academy for Young Men,East Tremont,"4143 Third Avenue, Bronx, NY 10457",88.0,22.0,19.0,494.0,71.0,English as a New Language,,"Algebra I,Living Environment","Advisory, Art, Book Club, Music, Saturday Academy, Spanish, i-Ready (academic enrichment), Reading Enrichment","Academic Tutoring, BELL xCell Afterschool Program, Robotics, Photography",Fully Accessible,2021
9.0,09X232,I.S. 232,Morris Heights,"1700 Macombs Road, Bronx, NY 10453",79.0,24.0,16.0,457.0,80.0,English as a New Language,,"Algebra I,Living Environment","Algebra I, American Sign Language, Art, Coding, Health, LEGO Robotics, Music, Physical Education, Regents Living Environment, Saturday Academy, Specialized High School Test Preparation, STEM, Videography, Web Design","Art, Book Club, Coding, Drama, Fitness, Leadership, Lego Robotics, Music, Peer Mediation, Photography, Saturday Academy, STEM, Step Team, Student Council, Talent Show, Technology, Yoga",Fully Accessible,2021
9.0,09X241,The Urban Assembly School for Applied Math and Science,South Bronx,"1595 Bathgate Avenue, Bronx, NY 10457",74.0,25.0,31.0,599.0,86.0,English as a New Language,Spanish,"Spanish,Algebra I",,,Fully Accessible,2021
9.0,09X303,I.S. X303 Leadership & Community Service,Morris Heights,"1700 Macombs Road, Bronx, NY 10453",99.0,35.0,37.0,315.0,93.0,English as a New Language,,Algebra I,"Advisory, Algebra I, Art, Book Club, Chess, Debate, Math Team, Mindfulness, National Junior Honor Society, Peer Mediation, Performing Arts, Physical Education, Student Council, Technology, Yearbook, Gay-Straight Student Alliance","Art, Book Club, Chess, Debate, Homework Help, Leadership, Math Team, Musical Theater, National Junior Honor Society, Peer Mediation, Student Council, Theater, Video Game Club, Yearbook, Gay-Straight Student Alliance",Fully Accessible,2021
9.0,09X323,Bronx Writing Academy,Concourse,"270 East 167 Street, Bronx, NY 10456",84.0,26.0,18.0,383.0,72.0,English as a New Language,Other Language,,"Algebra I, Book Club, Coding, Computer Science, Debate, Drama, Film, Fitness, LEGO Robotics, Performing Arts, Robotics, Saturday Academy, STEM, Technology","Art, Book Club, Coding, Debate, Drama, Gardening, Lego Robotics, Restorative Circles, Robotics, Saturday Academy, STEM, Student Council, Talent Show, Technology",Not Accessible,2021
9.0,09X324,Bronx Early College Academy for Teaching & Learning,Concourse,"250 East 164 Street, Bronx, NY 10456",91.0,24.0,28.0,466.0,85.0,English as a New Language,,Algebra I,"Advisory, Algebra I, Art, Fine Arts, Fitness, Graphic Design, Music, Physical Education, Regents Living Environment, Robotics, Technology","Art, Fitness, Homework Help, Restorative Circles, Saturday Academy, Service Learning, Technology, Tutoring",Not Accessible,2021
9.0,09X327,Comprehensive Model School Project M.S. 327,High Bridge,"1501 Jerome Avenue, Bronx, NY 10452",95.0,40.0,56.0,708.0,91.0,English as a New Language,Latin,"US History,Living Environment",,,Fully Accessible,2021
9.0,09X328,New Millennium Bronx Academy of the Arts,Concourse,"1000 Teller Avenue, Bronx, NY 10456",83.0,17.0,15.0,320.0,80.0,English as a New Language,,,,,Not Accessible,2021
9.0,09X339,I.S. 339,South Bronx,"1600 Webster Avenue, Bronx, NY 10457",88.0,20.0,20.0,422.0,82.0,English as a New Language,Spanish,,,,Partially Accessible,2021
9.0,09X361,The Highbridge Green School,High Bridge,"200 West 167Th Street, Bronx, NY 10452",99.0,25.0,19.0,380.0,91.0,English as a New Language,,Algebra I,"Advisory, Algebra I, Book Club, Cooking, Dance, Debate, Fashion, Martial Arts, National Junior Honor Society, Peer Mediation, Saturday Academy, Student Council, Theater, Videography, Visual Arts, Yearbook","Art, Chess, Cooking, Dance, Debate, Fashion, Fitness, Gardening, Homework Help, National Junior Honor Society, Peer Mediation, Restorative Circles, Saturday Academy, Student Council, Theater, Visual Arts",Fully Accessible,2021
9.0,09X413,Bronx School for Medical Science,Concourse,"240 East 172 Street, Bronx, NY 10457",94.0,44.0,36.0,427.0,76.0,English as a New Language,Spanish,Living Environment,,,Partially Accessible,2021
